Step,rho_g,rho_p,id,p,deltaG,deltaP
5,1.55294,1.55294,5996,1126,55,55
6,1.68649,1.49189,6330,2386,52,46
7,1.84906,1.84906,5303,3283,49,49
8,2.14126,2.23048,3283,5996,48,50
9,2.52055,2.24658,6452,3193,46,41
10,3.12139,3.32948,2386,3283,45,48
11,4.03125,4.03125,1645,1645,43,43
12,5.36471,1.69412,3193,8073,38,12
1,4.17336,1.14165,1986,8073,329,90
2,1.69206,1.36143,758,1645,87,70
3,1.4717,1.33585,937,6452,65,59
4,1.6051,1.57962,1126,5996,63,62
5,1.73529,1.61765,5996,3283,59,55
6,1.9255,1.61605,6330,3193,56,47
7,2.1457,2.1457,3283,1645,54,54
8,2.51613,0.387097,5303,6393,52,8
9,3,3,2386,2386,49,49
10,3.5102,4.40816,3019,6330,43,54
11,1.73077,0.346154,3044,6393,15,3
12,1.48315,5.79775,8073,3283,11,43
1,4.17336,1.30655,1986,3019,329,103
2,4.07117,1.5089,3044,3283,286,106
3,1.76661,1.52962,5279,1126,82,71
4,1.75309,1.50617,3283,3193,71,61
5,2.0241,1.76386,6452,5996,70,61
6,2.13559,2.33898,6330,6452,63,69
7,2.51546,2.39175,2386,5303,61,58
8,2.98712,3.34764,1645,6452,58,65
9,3.85714,4,3193,1645,54,56
10,1.78947,6,758,2386,17,57
11,2.52632,11.5789,6880,1645,12,55
12,12,6,7462,8073,2,1
1,4.17336,1.30655,1986,2386,329,103
2,1.69206,1.36143,758,1645,87,70
3,1.4717,1.26792,937,8073,65,56
4,1.46835,1.46835,5996,5996,58,58
5,1.55769,1.38462,6330,2386,54,48
6,1.72376,1.72376,1126,1126,52,52
7,1.97419,0.387097,6452,6393,51,10
8,2.22394,2.17761,5303,2386,48,47
9,2.67299,2.67299,2386,2386,47,47
10,3.21951,3.21951,3283,3283,44,44
11,4.1,4.1,3019,3019,41,41
12,6.07595,0.151899,1645,6393,40,1
1,4.17336,1.35729,1986,6452,329,107
2,4.03337,1.15852,3044,8073,282,81
3,1.93896,1.55117,5279,3283,90,72
4,1.80619,1.7567,1126,3019,73,71
5,1.95146,1.80583,3019,5996,67,62
6,2.12571,2.05714,6330,2386,62,60
7,2.5,0.541667,2386,6393,60,13
8,3,3.36842,5303,3019,57,64
9,3.92982,4.42105,1645,3019,56,63
10,5.66667,6.11111,3193,1645,51,55
11,2.03774,11.5472,7906,3193,9,51
12,12,6,7462,8073,2,1
1,4.17336,1.31924,1986,1126,329,104
2,1.69206,1.16694,758,8073,87,60
3,1.4717,0.29434,937,6393,65,13
4,1.49677,0.309677,2530,6393,58,12
5,1.50369,1.20885,5996,3193,51,41
6,1.51685,1.51685,3283,1126,45,45
7,1.73633,1.65916,1126,5303,45,43
8,1.97015,1.47761,6330,3019,44,33
9,2.14468,2.24681,6452,6330,42,44
10,2.42487,0.124352,1645,6393,39,2
11,2.88312,3.35065,2386,1126,37,43
12,3.58974,1.4359,3193,8073,35,14
1,4.17336,1.35729,1986,1645,329,107
2,3.99046,1.48749,3044,6452,279,104
3,1.88571,1.45714,5279,6330,88,68
4,1.60169,1.37288,1126,2386,63,54
5,1.81907,0.352078,6452,6393,62,12
6,1.86744,1.76369,3019,3283,54,51
7,2.10811,0.243243,6330,6393,52,6
8,2.55738,1.18033,2386,8073,52,24
9,3.0625,3.0625,5303,5303,49,49
10,3.77622,0.251748,5996,6393,45,3
11,5.5102,0.244898,3193,6393,45,2
12,1.875,6.375,2530,3019,15,51
1,4.17336,1.28118,1986,3193,329,101
2,1.69206,1.26418,758,6452,87,65
3,1.4717,1.13208,937,3019,65,50
4,1.49677,1.29032,2530,5303,58,50
5,1.61928,1.35904,5996,2386,56,47
6,1.73816,1.60446,1126,6452,52,48
7,1.92926,1.42765,6330,8073,50,37
8,2.2069,1.97701,3283,3193,48,43
9,2.59155,0.169014,2386,6393,46,3
10,3.01796,3.01796,3193,1645,42,42
11,3.552,4.032,3019,3193,37,42
12,1.63636,5.59091,8073,3193,12,41
1,4.17336,1.31924,1986,1126,329,104
2,1.69206,1.32253,758,3283,87,68
3,1.6612,1.35519,3044,3019,76,62
4,1.64905,1.44609,1126,6330,65,57
5,1.70192,1.58654,5996,5303,59,55
6,1.8615,1.82825,2386,6452,56,55
7,2.16393,2.43934,6452,1126,55,62
8,2.51852,2.46914,1645,3019,51,50
9,2.67358,3.23316,3193,5996,43,52
10,1.44681,1.19149,2530,8073,17,14
11,1.45161,4.06452,881,1645,15,42
12,1.46341,6.73171,937,6452,10,46
1,4.17336,1.35729,1986,1645,329,107
2,3.99046,1.37306,3044,5996,279,96
3,1.88571,1.13571,5279,8073,88,53
4,1.60169,1.16949,1126,8073,63,46
5,1.6338,1.26761,6452,3283,58,45
6,1.6063,1.44882,6330,5996,51,46
7,1.79104,1.79104,3019,3019,50,50
8,2.06316,1.89474,2386,5303,49,45
9,2.33898,2.49153,3193,6330,46,49
10,2.8877,2.8877,5303,5303,45,45
11,1.52113,4.47887,937,6452,18,53
12,1.75281,6.33708,2530,1126,13,47
1,4.17336,1.31924,1986,1126,329,104
2,1.69206,1.32253,758,3283,87,68
3,1.4717,1.33585,937,6452,65,59
4,1.6051,1.27389,1126,3193,63,50
5,1.73529,1.26471,5996,8073,59,43
6,1.9255,1.85673,6330,1645,56,54
7,2.19661,2.07458,5303,3283,54,51
8,2.40984,2.21311,2386,3019,49,45
9,2.83077,2.83077,3193,3193,46,46
10,3.54362,4.10738,3019,5303,44,51
11,1.59184,6.4898,7462,6330,13,53
12,1.86667,11.4667,2530,3019,7,43
1,4.17336,1.30655,1986,3019,329,103
2,1.69206,1.20583,758,3019,87,62
3,1.4717,1.13208,937,3019,65,50
4,1.49677,1.29032,2530,6452,58,50
5,1.61928,1.12771,1126,3019,56,39
6,1.7234,0.287234,5996,6393,54,9
7,1.86335,1.86335,6330,3283,50,50
8,2.16176,2.16176,5303,3283,49,49
9,2.58296,2.47534,3283,2386,48,46
10,3.15429,2.88,2386,3193,46,42
11,3.78947,0.180451,1645,6393,42,2
12,1.58242,6.1978,8073,1126,12,47
Step,rho_g,rho_p,id,p,deltaG,deltaP
1,4.52114,1.41543,1986,2386,329,103
2,4.30249,1.51127,3044,6330,279,98
3,4.29262,1.83221,7462,1645,246,105
4,2.08417,0.104208,5279,6841,80,4
5,1.86158,1.86158,1645,1126,60,60
6,2.13649,1.99164,6452,3283,59,55
7,2.35197,0.513158,3019,4585,55,12
8,2.31507,2.40411,5303,3019,52,54
9,2.6,2.7625,3193,6452,48,51
10,3.16402,3.6455,5996,3019,46,53
11,1.72059,4.58824,4905,1645,18,48
12,1.54237,4.18644,8073,3193,14,38
13,1.625,0,782,1806,10,0
1,4.52114,2.04757,1986,4585,329,149
2,3.47428,1.35383,7462,1126,213,83
3,3.51401,1.56583,3044,5303,193,86
4,3.2707,0.207006,6880,6841,158,10
5,1.96383,1.71489,6330,3283,71,62
6,2.10294,2.00735,5996,2386,66,63
7,2.22319,0.376812,3193,1806,59,10
8,2.59091,2.45455,1645,3019,57,54
9,3.00873,0.0567686,6452,6841,53,1
10,3.91477,4.50568,3019,5996,53,61
11,1.92174,7.0087,9027,6330,17,62
12,1.9898,6.76531,937,6330,15,51
13,1.87952,0.156627,5279,6841,12,1
1,4.52114,1.42918,1986,5303,329,104
2,4.26128,1.51306,3044,6330,276,98
3,4.24597,1.78226,7462,1645,243,102
4,1.97206,1.79042,5279,2386,76,69
5,1.83529,0.122353,2386,1806,60,4
6,2.10137,1.92329,1645,3283,59,54
7,2.46624,2.17363,1126,3193,59,52
8,2.94048,2.78571,6452,3019,57,54
9,3.15152,0.0656566,3193,1806,48,1
10,4.07333,4.68,5996,1645,47,54
11,1.48958,7.04167,937,6452,11,52
12,1.77273,0.295455,4905,4585,6,1
13,1.71053,0.342105,8471,4585,5,1
1,4.52114,1.42918,1986,5303,329,104
2,1.83306,1.47488,758,1126,87,70
3,1.94881,1.61609,3044,5303,82,68
4,1.64946,1.56559,5996,2386,59,56
5,1.84352,1.81174,6452,6330,58,57
6,2.07407,2.07407,6330,5996,56,56
7,2.42373,1.98305,3283,3193,55,45
8,2.81667,0.270833,5303,1806,52,5
9,3.25,0.207447,3019,1806,47,3
10,4.24113,0.184397,1645,4585,46,2
11,5.74737,0.273684,3193,4585,42,2
12,1.71698,0.245283,9027,1806,7,1
13,1.97826,12.4348,937,6330,7,44
1,4.52114,1.42918,1986,1126,329,104
2,4.44656,1.97625,3044,4585,288,128
3,2.01805,0.774368,758,4585,86,33
4,1.72222,1.63889,6452,3283,62,59
5,1.77995,1.65281,5996,5303,56,52
6,1.96639,0.109244,2386,6841,54,3
7,2.27393,2.14521,6330,3193,53,50
8,2.652,2.652,1645,1645,51,51
9,3.20101,3.59296,3193,6452,49,55
10,4.16,4.16,3019,3019,48,48
11,1.91176,0.127451,7462,6841,15,1
12,1.64368,0,4671,1806,11,0
13,1.53947,6.32895,8073,5996,9,37
1,4.52114,1.38795,1986,3193,329,101
2,4.32308,1.61538,3044,3283,281,105
3,2.02837,1.65957,758,1126,88,72
4,1.72059,0.30042,1126,1806,63,11
5,1.85714,1.60533,6452,5303,59,51
6,2.08287,1.90331,3283,6330,58,53
7,2.39474,2.18092,5996,2386,56,51
8,2.62097,2.93548,6330,6452,50,56
9,3.38542,3.25,2386,1645,50,48
10,4.15278,0.361111,3019,4585,46,4
11,1.85714,0.265306,937,6841,14,2
12,1.85714,6.19048,2530,6330,12,40
13,1.77273,0.295455,3026,6841,6,1
1,4.52114,1.36047,1986,5996,329,99
2,1.83306,1.53809,758,5996,87,73
3,1.79228,1.6011,3044,1645,75,67
4,1.74627,0.415778,2530,4585,63,15
5,1.72906,1.56897,1126,3283,54,49
6,1.88352,0.295455,6452,4585,51,8
7,2.07309,0.259136,3283,1806,48,6
8,2.36364,2.00395,6330,3193,46,39
9,2.73364,2.73364,2386,6330,45,45
10,3.38462,3.46154,5303,6330,44,45
11,4.50806,0.419355,1645,1806,43,4
12,5.93827,6.90123,3019,5303,37,43
13,2.36364,0.590909,1636,6841,8,2
1,4.52114,1.42918,1986,5303,329,104
2,1.83306,1.47488,758,1126,87,70
3,1.59434,1.44717,937,1645,65,59
4,1.73885,0.303609,1126,1806,63,11
5,1.84804,0.286765,6330,4585,58,9
6,2.08,0.111429,5303,6841,56,3
7,2.43197,2.03401,5996,3019,55,46
8,2.72581,0.262097,6452,1806,52,5
9,3.38265,3.31633,2386,3283,51,50
10,3.82877,4.71918,3193,5996,43,53
11,1.95699,0.27957,2530,1806,14,2
12,1.97468,0.329114,881,6841,12,2
13,1.74627,5.62687,3026,3193,9,29
1,4.52114,1.4704,1986,6452,329,107
2,1.83306,1.30632,758,3019,87,62
3,1.85045,1.63964,3044,6330,79,70
4,1.69328,0.191176,1126,6841,62,7
5,1.78986,1.78986,6452,6330,57,57
6,2.03922,0.254902,3283,1806,56,7
7,2.08,2.04286,1645,2386,56,55
8,2.38776,2.2551,2386,5996,54,51
9,2.7284,2.6749,5303,3283,51,50
10,2.97917,0.40625,3193,4585,44,6
11,1.66892,4.21622,8978,6452,19,48
12,1.69,0.39,2530,6841,13,3
13,1.64368,0.448276,4905,4585,11,3
1,4.52114,0.439746,1986,6841,329,32
2,1.83306,1.30632,758,3019,87,62
3,1.85045,0.609009,3044,4585,79,26
4,1.69328,1.5021,1126,5303,62,55
5,1.85273,0.185273,5996,6841,60,6
6,2.01662,2.08864,6330,1126,56,58
7,2.35974,0.171617,3283,1806,55,4
8,2.83065,2.83065,6452,6330,54,54
9,3.55155,0.134021,2386,1806,53,2
10,4.24113,4.88652,1645,6330,46,53
11,6.05682,0.147727,3193,6841,41,1
12,1.93617,12.4468,8073,1645,7,45
13,13,6.5,7462,1806,2,1
1,4.52114,1.42918,1986,1126,329,104
2,1.83306,0.379254,758,1806,87,18
3,1.59434,1.54528,937,1126,65,63
4,1.62151,1.56559,2530,1126,58,56
5,1.62899,0.255528,5996,1806,51,8
6,1.64326,0.219101,3283,1806,45,6
7,1.88103,1.37942,1126,3019,45,33
8,2.05755,2.05755,6330,1126,44,44
9,2.38889,2.38889,6452,6452,43,43
10,2.79058,2.85864,5303,6330,41,42
11,3.31544,3.57718,2386,5303,38,41
12,4.57407,0.361111,1645,4585,38,3
13,6.12857,6.12857,3193,3193,33,33
1,4.52114,1.42918,1986,1126,329,104
2,1.83306,1.36953,758,6452,87,65
3,1.86051,1.60145,3044,3283,79,68
4,1.88017,1.69215,5996,2386,70,63
5,2.07246,2.07246,6330,1126,66,66
6,2.42816,0.41092,5303,1806,65,11
7,2.93993,2.43463,1126,3193,64,53
8,3.56164,3.20548,2386,3019,60,54
9,4.49091,0.157576,1645,6841,57,2
10,5.77778,0.240741,3193,6841,48,2
11,1.71698,7.11321,4905,2386,14,58
12,1.69565,7.06522,3026,2386,12,50
13,2.16667,0,7462,4585,7,0
1,4.52114,1.42918,1986,5303,329,104
2,1.83306,1.47488,758,6330,87,70
3,1.59434,1.54528,937,5996,65,63
4,1.62151,0.391398,2530,4585,58,14
5,1.62899,1.62899,5996,5996,51,51
6,1.64326,1.64326,3283,1126,45,45
7,1.83923,0.209003,6452,1806,44,5
8,2.04494,0.438202,6330,4585,42,9
9,2.42667,0.115556,5303,6841,42,2
10,2.91257,0.497268,1645,4585,41,7
11,3.38732,3.38732,2386,2386,37,37
12,4.08571,5.2,3193,3283,33,42
13,5.23611,0.541667,3019,1806,29,3
1,4.52114,1.36047,1986,6330,329,99
2,1.83306,1.43274,758,3283,87,68
3,1.59434,1.3,937,2386,65,53
4,1.62151,1.11828,2530,3019,58,40
5,1.68235,1.49882,5996,6452,55,49
6,1.82703,1.79189,1126,6330,52,51
7,2.03762,0.529781,5303,4585,50,13
8,2.3197,2.22305,3283,6452,48,46
9,2.68161,0.58296,2386,4585,46,10
10,3.15819,3.15819,1645,1645,43,43
11,3.97761,3.97761,3193,3193,41,41
12,2.09677,6.43011,8073,3283,15,46
13,1.38298,0.276596,782,6841,5,1
1,4.52114,1.41543,1986,2386,329,103
2,1.83306,0.379254,758,1806,87,18
3,1.59434,1.3,937,2386,65,53
4,1.68973,1.58071,5996,1645,62,58
5,1.84819,0.219277,1126,1806,59,7
6,2.11798,1.93539,6452,3283,58,53
7,2.40264,2.23102,6330,1645,56,52
8,2.94737,0.315789,5303,4585,56,6
9,3.40314,3.13089,1645,3019,50,46
10,3.94483,4.3931,3193,1645,44,49
11,1.67327,0.128713,8073,6841,13,1
12,1.625,0.295455,4671,1806,11,2
13,1.35065,6.75325,8423,6452,8,40
1,4.52114,1.41543,1986,3019,329,103
2,4.41044,1.58837,3044,2386,286,103
3,4.16351,1.79189,7462,6452,237,102
4,3.87147,1.93574,5279,6330,190,95
5,3.71087,2.2744,6880,1126,155,95
6,3.42411,1.9442,758,4585,118,67
7,2.83636,2.63939,3283,5996,72,67
8,3.42636,3.27519,5303,1645,68,65
9,4.51579,0.752632,5996,4585,66,11
10,4.28492,0.0726257,1645,6841,59,1
11,6.175,6.60833,3193,5996,57,61
12,2.06349,0.412698,4791,1806,10,2
13,1.71698,12.5094,8073,5996,7,51
1,4.52114,0.439746,1986,6841,329,32
2,1.83306,1.45381,758,5303,87,69
3,1.59434,1.37358,937,3283,65,56
4,1.62151,1.39785,2530,3283,58,50
5,1.75422,1.47229,5996,3193,56,47
6,1.91922,1.81058,1126,6330,53,50
7,2.06149,1.97735,5303,3193,49,47
8,2.35,0.4,6452,4585,47,8
9,2.80751,0.0610329,2386,6841,46,1
10,3.26946,3.26946,3193,1645,42,42
11,4.368,3.848,1645,3019,42,37
12,5.63855,0.156627,3019,6841,36,1
13,2.21277,0.276596,8073,6841,8,1
1,4.52114,1.41543,1986,3019,329,103
2,1.83306,1.47488,758,6330,87,70
3,1.59434,1.22642,937,3019,65,50
4,1.62151,1.39785,2530,1645,58,50
5,1.62899,1.53317,5996,1126,51,48
6,1.64326,1.60674,3283,5303,45,44
7,1.83333,0.0416667,6330,6841,44,1
8,2.08582,2.03731,1126,6452,43,42
9,2.42667,0.462222,6452,4585,42,8
10,2.91257,2.20219,1645,3019,41,31
11,3.25,0.0855263,2386,6841,38,1
12,3.64912,5.01754,3193,3283,32,44
13,1.48571,0.185714,8073,6841,8,1
1,4.52114,1.4704,1986,1645,329,107
2,1.83306,1.47488,758,6330,87,70
3,1.59434,1.54528,937,5996,65,63
4,1.62151,0.083871,2530,6841,58,3
5,1.62899,1.53317,5996,1126,51,48
6,1.64326,1.60674,3283,5303,45,44
7,1.83333,1.375,6330,3019,44,33
8,2.08582,0.533582,1126,4585,43,11
9,2.42667,2.08,6452,3193,42,36
10,2.88889,0.0687831,1645,6841,42,1
11,3.18367,0.0884354,2386,6841,36,1
12,3.51351,0.468468,3019,1806,30,4
13,1.76543,0.320988,8978,1806,11,2
1,4.52114,1.41543,1986,2386,329,103
2,4.30249,1.58837,3044,1126,279,103
3,2.00532,1.59043,5279,6330,87,69
4,1.74423,0.136268,6452,6841,64,5
5,1.98305,1.76271,1126,1645,63,56
6,2.08,1.74571,1645,3193,56,47
7,2.38776,2.07823,3019,3193,54,47
8,2.87083,2.65417,6330,5303,53,49
9,3.40642,3.40642,5303,3283,49,49
10,4.52174,4.52174,3283,3283,48,48
11,6.35556,0,5996,4585,44,0
12,12.4348,0.282609,3193,6841,44,1
13,13,0,7462,4585,2,0
1,4.52114,0.632135,1986,1806,329,46
2,1.83306,1.47488,758,1126,87,70
3,1.94881,0.35649,3044,1806,82,15
4,1.64946,1.56559,5996,2386,59,56
5,1.84352,1.81174,6452,1645,58,57
6,2.06818,0.147727,6330,6841,56,4
7,2.37162,2.19595,5303,3019,54,50
8,2.68595,2.79339,3283,5996,50,52
9,3.31771,3.31771,3019,3019,49,49
10,3.90909,4.63636,3193,6452,43,51
11,1.97826,6.92391,6961,5996,14,49
12,2.11628,0.302326,2530,1806,7,1
13,2.16667,0.361111,881,6841,6,1
1,4.52114,1.36047,1986,5996,329,99
2,4.37426,0.460449,3044,6841,285,30
3,2.03559,1.64235,758,3283,88,71
4,1.72785,1.59072,1126,3193,63,58
5,1.84375,1.59375,3283,3019,59,51
6,2.03014,0.249315,6452,1806,57,7
7,2.19481,0.464286,2386,4585,52,11
8,2.58984,2.89453,6330,1126,51,57
9,3.33166,0.130653,1645,1806,51,2
10,4.12838,4.21622,5303,6330,47,48
11,1.82,0.65,8073,4585,14,5
12,1.66279,6.80233,7462,3283,11,45
13,1.56,0.173333,4905,6841,9,1
1,4.52114,1.36047,1986,6330,329,99
2,1.83306,1.53809,758,5996,87,73
3,1.59434,0.367925,937,4585,65,15
4,1.59029,0.27767,5996,1806,63,11
5,1.66814,1.61062,6330,5303,58,56
6,1.80556,0.295455,6452,1806,55,9
7,2.09677,0.11437,1126,6841,55,3
8,2.31818,2.22727,1645,3283,51,49
9,2.71064,2.48936,2386,3193,49,45
10,3.14737,0.342105,3283,1806,46,5
11,2.81081,2.81081,3019,3019,40,40
12,1.61379,4.03448,2530,3283,18,45
13,1.3,5.98,8978,2386,10,46
1,4.52114,1.45666,1986,3283,329,106
2,4.37976,1.59405,3044,1126,283,103
3,1.93716,1.68043,758,6452,83,72
4,1.7827,1.7827,1126,1126,65,65
5,1.97066,1.65281,6452,5303,62,52
6,2.03922,1.92997,5996,1645,56,53
7,2.28904,2.54817,3193,6452,53,59
8,2.62097,2.62097,6330,6330,50,50
9,3.28283,3.21717,2386,1645,50,49
10,4.21622,0.527027,3019,4585,48,6
11,6.11,6.11,1645,1645,47,47
12,1.96226,0.245283,937,6841,8,1
13,1.73333,0.866667,7462,4585,6,3
1,4.52114,1.36047,1986,6330,329,99
2,1.83306,1.47488,758,1126,87,70
3,1.94881,1.63985,3044,6330,82,69
4,1.93096,0.57113,6880,4585,71,21
5,1.82064,1.82064,5996,1645,57,57
6,2.08,0.148571,2386,6841,56,4
7,2.43197,2.12245,5303,3193,55,48
8,2.66527,2.55649,3283,3019,49,47
9,3.28421,3.21579,6452,3019,48,47
10,4.18182,4.45455,3193,5996,46,49
11,1.60825,0.134021,4671,6841,12,1
12,1.68235,0.305882,782,4585,11,2
13,1.56627,0.46988,937,1806,10,3
1,4.52114,1.42918,1986,5303,329,104
2,1.83306,1.34846,758,2386,87,64
3,1.59434,1.42264,937,5303,65,58
4,1.62151,0.083871,2530,6841,58,3
5,1.62899,0.255528,5996,1806,51,8
6,1.64326,1.64326,3283,1126,45,45
7,1.88103,0.209003,1126,1806,45,5
8,2.15038,2.1015,6452,6330,44,43
9,2.45946,0.292793,6330,4585,42,5
10,2.96111,2.6,5303,3193,41,36
11,3.64748,0.0935252,1645,6841,39,1
12,4.81,4.81,2386,2386,37,37
13,6.80952,0.206349,3193,6841,33,1
1,4.52114,0.632135,1986,1806,329,46
2,1.83306,0.632091,758,4585,87,30
3,1.59434,1.54528,937,5996,65,63
4,1.62151,1.31398,2530,2386,58,47
5,1.62899,0.415233,5996,4585,51,13
6,1.64326,1.60674,3283,6452,45,44
7,1.875,0.208333,1126,1806,45,5
8,2.04494,2.04494,6330,6330,42,42
9,2.42667,1.79111,5303,3019,42,31
10,2.68041,2.54639,1645,2386,40,38
11,2.83333,3.5,3193,5303,34,42
12,1.71053,0.114035,782,1806,15,1
13,1.70707,0.656566,4122,4585,13,5
1,4.52114,1.45666,1986,3283,329,106
2,1.83306,1.47488,758,6330,87,70
3,1.75868,1.68739,6880,5996,74,71
4,1.81395,1.64905,1126,5996,66,60
5,1.82064,0.255528,5996,1806,57,8
6,2.08,2.08,5303,5303,56,56
7,2.47619,2.47619,2386,2386,56,56
8,2.84034,2.73109,1645,6452,52,50
9,3.45745,0.414894,3283,4585,50,6
10,3.21429,3.5,3193,1645,45,49
11,4.20301,4.30075,3019,3283,43,44
12,1.87778,6.35556,6961,3283,13,44
13,1.97826,0.282609,2530,1806,7,1
1,4.52114,1.42918,1986,1126,329,104
2,1.83306,1.43274,758,3283,87,68
3,1.59434,1.22642,937,3019,65,50
4,1.67917,1.51667,5996,3283,62,56
5,1.80383,1.80383,6330,1126,58,58
6,2.05833,1.87778,5303,2386,57,52
7,2.40264,2.40264,1126,1126,56,56
8,2.84211,0.105263,6452,6841,54,2
9,3.50259,0.471503,3283,4585,52,7
10,4.60993,0.184397,2386,1806,50,2
11,6.71429,0.285714,1645,4585,47,2
12,12.4091,0.295455,3193,6841,42,1
13,13,6.5,7462,6841,2,1
1,4.52114,2.04757,1986,4585,329,149
2,1.83306,1.47488,758,6330,87,70
3,1.59434,1.27547,937,3193,65,52
4,1.62151,1.39785,2530,5303,58,50
5,1.62899,1.46929,5996,6330,51,46
6,1.64326,1.60674,3283,6330,45,44
7,1.83333,0.0833333,5303,6841,44,2
8,2.08582,0.533582,1126,4585,43,11
9,2.07393,2.02335,6452,3283,41,40
10,2.33641,2.2765,3193,1645,39,38
11,2.77528,0.0730337,1645,6841,38,1
12,3.25,0.0928571,2386,6841,35,1
13,3.8381,4.58095,3019,1126,31,37
1,4.52114,1.38795,1986,3193,329,101
2,4.32308,0.461538,3044,6841,281,30
3,4.05153,1.49939,7462,6330,254,94
4,3.78641,0.558946,6880,1806,210,31
5,2.31507,1.80626,5279,5996,91,71
6,2.15682,1.92045,1126,6452,73,65
7,2.288,0.346667,3283,1806,66,10
8,2.69256,0.378641,2386,1806,64,9
9,2.73,1.47333,5303,4585,63,34
10,2.59023,2.68797,1645,1126,53,55
11,2.99061,3.29577,3019,1126,49,54
12,1.66463,4.43902,4895,5303,21,56
13,1.68519,6.74074,2530,2386,14,56
1,4.52114,1.36047,1986,6330,329,99
2,1.83306,1.24311,758,3193,87,59
3,1.59434,1.27547,937,3193,65,52
4,1.71339,1.6046,5996,6330,63,59
5,1.78554,1.50361,6330,3019,57,48
6,2.03352,1.74302,5303,3019,56,48
7,2.36755,0.387417,1126,1806,55,9
8,2.3959,2.30717,1645,6452,54,52
9,2.75104,0.161826,3283,6841,51,3
10,3.28421,3.01053,2386,3019,48,44
11,1.69178,4.45205,8073,1126,19,50
12,1.76042,0.40625,3026,4585,13,3
13,1.72289,6.26506,2530,2386,11,40
1,4.52114,1.42918,1986,1126,329,104
2,1.83306,1.47488,758,1645,87,70
3,1.59434,0.367925,937,4585,65,15
4,1.62151,0.083871,2530,6841,58,3
5,1.62899,1.30958,5996,3193,51,41
6,1.64326,1.60674,3283,6452,45,44
7,1.88103,1.88103,1126,1126,45,45
8,2.15038,1.85714,6452,3193,44,38
9,2.45175,0.22807,6330,1806,43,4
10,2.81081,0.421622,5303,4585,40,6
11,3.58621,0.0896552,1645,6841,40,1
12,4.45714,4.45714,2386,2386,36,36
13,5.65217,0.565217,3019,1806,30,3
1,4.52114,2.04757,1986,4585,329,149
2,1.83306,1.53809,758,5996,87,73
3,1.59434,1.44717,937,1645,65,59
4,1.62151,1.39785,2530,5303,58,50
5,1.75422,1.75422,5996,5996,56,56
6,1.88301,1.8468,1126,6330,52,51
7,2.11726,0.0423453,6330,6841,50,1
8,2.42802,2.12451,3283,3193,48,42
9,2.92344,0.248804,6452,1806,47,4
10,3.61111,3.61111,2386,2386,45,45
11,4.66667,4.33333,1645,3193,42,39
12,6.76,6.24,3193,3019,39,36
13,1.66667,12.6667,8073,3193,5,38
1,4.52114,1.42918,1986,1126,329,104
2,1.83306,1.36953,758,6452,87,65
3,1.59434,0.269811,937,1806,65,11
4,1.62151,1.39785,2530,5303,58,50
5,1.62899,1.2457,5996,2386,51,39
6,1.69565,0.423913,1126,4585,48,12
7,1.67978,1.53371,6330,1645,46,42
8,1.80323,0.125806,6452,6841,43,3
9,1.99625,2.28839,5303,5996,41,47
10,2.42273,2.42273,3283,5303,41,41
11,2.75978,2.75978,3193,3193,38,38
12,3.31915,2.85816,1645,3019,36,31
13,3.71429,0.371429,3019,1806,30,3
1,4.52114,1.36047,1986,6330,329,99
2,1.83306,0.632091,758,4585,87,30
3,1.59434,0.122642,937,6841,65,5
4,1.62151,1.39785,2530,3283,58,50
5,1.62899,0.415233,5996,4585,51,13
6,1.64326,1.60674,3283,6452,45,44
7,1.875,1.625,1126,3193,45,39
8,2.04762,2.04762,6330,6330,43,43
9,2.31739,2.31739,5303,1126,41,41
10,2.82011,2.75132,1645,5303,41,40
11,3.16216,0.614865,2386,4585,36,7
12,3.36607,4.99107,3019,3283,29,43
13,1.87952,6.26506,4686,5303,12,40
1,4.52114,1.38795,1986,3193,329,101
2,1.83306,1.24311,758,3193,87,59
3,1.59434,0.269811,937,1806,65,11
4,1.62151,1.31398,2530,3193,58,47
5,1.62899,1.46929,5996,6330,51,46
6,1.69252,0.108033,1126,6841,47,3
7,1.86306,1.90446,3283,5996,45,46
8,2.08582,0.0970149,6452,6841,43,2
9,2.42667,2.6,5303,3283,42,45
10,2.81667,2.96111,1645,5303,39,41
11,3.41135,0.184397,2386,6841,37,2
12,4.375,5.125,3193,5303,35,41
13,6.19048,6.19048,3019,3019,30,30
1,4.52114,1.45666,1986,3283,329,106
2,4.37976,1.59405,3044,1126,283,103
3,1.93716,1.68043,758,6452,83,72
4,1.7827,1.50844,1126,6330,65,55
5,1.86158,0.24821,6452,1806,60,8
6,2.02786,1.88301,5996,5303,56,52
7,2.31683,2.31683,3193,2386,54,54
8,2.71486,3.08032,5303,1126,52,59
9,3.29949,0.593909,3019,4585,50,9
10,3.97959,0.442177,1645,4585,45,5
11,1.91176,0.637255,2530,4585,15,5
12,1.49425,0.747126,8073,4585,10,5
13,1.51948,6.75325,6961,1126,9,40
1,4.52114,1.42918,1986,5303,329,104
2,1.83306,0.632091,758,4585,87,30
3,1.59434,1.54528,937,1126,65,63
4,1.62151,1.39785,2530,5303,58,50
5,1.75422,1.75422,5996,5996,56,56
6,1.88301,1.88301,1126,1126,52,52
7,2.11726,1.7785,6330,3193,50,42
8,2.42802,2.37743,3283,6452,48,47
